time,rdis
2009-01-01 00:00:00,0.0
2009-01-02 00:00:00,0.081605
2009-01-03 00:00:00,0.20816
2009-01-04 00:00:00,0.064579
2009-01-05 00:00:00,0.02275
2009-01-06 00:00:00,0.022867
2009-01-07 00:00:00,1.5635
2009-01-08 00:00:00,0.98704
2009-01-09 00:00:00,0.50558
2009-01-10 00:00:00,0.41663
2009-01-11 00:00:00,0.35104
2009-01-12 00:00:00,0.30876
2009-01-13 00:00:00,0.27795
2009-01-14 00:00:00,0.25091
2009-01-15 00:00:00,0.22592
2009-01-16 00:00:00,0.203
2009-01-17 00:00:00,0.18522
2009-01-18 00:00:00,0.16537
2009-01-19 00:00:00,0.14675
2009-01-20 00:00:00,0.13082
2009-01-21 00:00:00,0.11667
2009-01-22 00:00:00,0.17566
2009-01-23 00:00:00,0.20122
2009-01-24 00:00:00,0.26353
2009-01-25 00:00:00,0.29686
2009-01-26 00:00:00,0.30523
2009-01-27 00:00:00,0.28355
2009-01-28 00:00:00,0.32874
2009-01-29 00:00:00,0.44178
2009-01-30 00:00:00,0.39364
2009-01-31 00:00:00,0.35041
2009-02-01 00:00:00,0.31695
2009-02-02 00:00:00,0.28753
2009-02-03 00:00:00,0.26143
2009-02-04 00:00:00,0.23465
2009-02-05 00:00:00,0.21097
2009-02-06 00:00:00,0.1901
2009-02-07 00:00:00,0.17018
2009-02-08 00:00:00,0.15257
2009-02-09 00:00:00,0.13746
2009-02-10 00:00:00,0.12246
2009-02-11 00:00:00,0.1093
2009-02-12 00:00:00,0.097029
2009-02-13 00:00:00,0.085232
2009-02-14 00:00:00,0.073192
2009-02-15 00:00:00,0.062115
2009-02-16 00:00:00,0.053071
2009-02-17 00:00:00,0.042801
2009-02-18 00:00:00,0.032241
2009-02-19 00:00:00,0.02826
2009-02-20 00:00:00,0.021388
2009-02-21 00:00:00,0.018005
2009-02-22 00:00:00,0.016791
2009-02-23 00:00:00,0.018367
2009-02-24 00:00:00,0.018103
2009-02-25 00:00:00,0.016747
2009-02-26 00:00:00,0.015744
2009-02-27 00:00:00,0.16996
2009-02-28 00:00:00,0.15335
2009-03-01 00:00:00,0.10411
2009-03-02 00:00:00,0.07481
2009-03-03 00:00:00,0.057285
2009-03-04 00:00:00,0.044452
2009-03-05 00:00:00,0.033125
2009-03-06 00:00:00,0.020116
2009-03-07 00:00:00,0.013643
2009-03-08 00:00:00,0.011302
2009-03-09 00:00:00,0.011617
2009-03-10 00:00:00,0.23538
2009-03-11 00:00:00,0.11861
2009-03-12 00:00:00,0.052847
2009-03-13 00:00:00,0.027262
2009-03-14 00:00:00,0.015175
2009-03-15 00:00:00,0.010732
2009-03-16 00:00:00,0.0094591
2009-03-17 00:00:00,0.0091133
2009-03-18 00:00:00,0.0085375
2009-03-19 00:00:00,0.0078274
2009-03-20 00:00:00,0.0071123
2009-03-21 00:00:00,0.007089
2009-03-22 00:00:00,0.007312
2009-03-23 00:00:00,0.0086682
2009-03-24 00:00:00,0.0070697
2009-03-25 00:00:00,0.0065823
2009-03-26 00:00:00,0.0067041
2009-03-27 00:00:00,0.0066766
2009-03-28 00:00:00,0.0063059
2009-03-29 00:00:00,0.0076037
2009-03-30 00:00:00,0.0060109
2009-03-31 00:00:00,0.005449
2009-04-01 00:00:00,0.0047682
2009-04-02 00:00:00,0.0041387
2009-04-03 00:00:00,0.0037248
2009-04-04 00:00:00,0.0034203
2009-04-05 00:00:00,0.0029154
2009-04-06 00:00:00,0.0025562
2009-04-07 00:00:00,0.0022206
2009-04-08 00:00:00,0.0020586
2009-04-09 00:00:00,0.0021449
2009-04-10 00:00:00,0.0015899
2009-04-11 00:00:00,0.0024103
2009-04-12 00:00:00,0.0021032
2009-04-13 00:00:00,0.0022966
2009-04-14 00:00:00,0.0018536
2009-04-15 00:00:00,0.0014879
2009-04-16 00:00:00,0.0012152
2009-04-17 00:00:00,0.00088799
2009-04-18 00:00:00,0.00083179
2009-04-19 00:00:00,0.00066896
2009-04-20 00:00:00,0.00050546
2009-04-21 00:00:00,0.00040498
2009-04-22 00:00:00,0.00032893
2009-04-23 00:00:00,3.1379e-05
2009-04-24 00:00:00,2.7236e-06
2009-04-25 00:00:00,2.3611e-07
2009-04-26 00:00:00,0.0014608
2009-04-27 00:00:00,0.00083797
2009-04-28 00:00:00,0.00052753
2009-04-29 00:00:00,0.00013117
2009-04-30 00:00:00,1.2176e-05
2009-05-01 00:00:00,1.0567e-06
2009-05-02 00:00:00,9.1605e-08
2009-05-03 00:00:00,7.7413e-09
2009-05-04 00:00:00,1.2902e-09
2009-05-05 00:00:00,0.0
2009-05-06 00:00:00,0.0
2009-05-07 00:00:00,0.0
2009-05-08 00:00:00,0.0
2009-05-09 00:00:00,0.0
2009-05-10 00:00:00,0.0
2009-05-11 00:00:00,0.0
2009-05-12 00:00:00,0.0
2009-05-13 00:00:00,0.0
2009-05-14 00:00:00,0.0
2009-05-15 00:00:00,0.0
2009-05-16 00:00:00,0.0
2009-05-17 00:00:00,0.0
2009-05-18 00:00:00,0.0
2009-05-19 00:00:00,0.0
2009-05-20 00:00:00,0.0
2009-05-21 00:00:00,0.0
2009-05-22 00:00:00,0.0
2009-05-23 00:00:00,0.0
2009-05-24 00:00:00,0.0
2009-05-25 00:00:00,0.0
2009-05-26 00:00:00,0.0
2009-05-27 00:00:00,0.0
2009-05-28 00:00:00,0.0
2009-05-29 00:00:00,0.0
2009-05-30 00:00:00,0.0
2009-05-31 00:00:00,0.0
2009-06-01 00:00:00,0.0
2009-06-02 00:00:00,0.0
2009-06-03 00:00:00,0.0
2009-06-04 00:00:00,0.0
2009-06-05 00:00:00,0.0
2009-06-06 00:00:00,0.0
2009-06-07 00:00:00,0.0
2009-06-08 00:00:00,0.0
2009-06-09 00:00:00,0.0
2009-06-10 00:00:00,0.0
2009-06-11 00:00:00,0.0
2009-06-12 00:00:00,0.0
2009-06-13 00:00:00,0.0
2009-06-14 00:00:00,0.0
2009-06-15 00:00:00,0.0
2009-06-16 00:00:00,0.0
2009-06-17 00:00:00,0.0
2009-06-18 00:00:00,0.0
2009-06-19 00:00:00,0.0
2009-06-20 00:00:00,0.0
2009-06-21 00:00:00,0.0
2009-06-22 00:00:00,0.0
2009-06-23 00:00:00,0.0
2009-06-24 00:00:00,0.0
2009-06-25 00:00:00,0.0
2009-06-26 00:00:00,0.0
2009-06-27 00:00:00,0.0
2009-06-28 00:00:00,0.0
2009-06-29 00:00:00,0.0
2009-06-30 00:00:00,0.0
2009-07-01 00:00:00,0.0
2009-07-02 00:00:00,0.0
2009-07-03 00:00:00,0.0
2009-07-04 00:00:00,0.0
2009-07-05 00:00:00,0.0
2009-07-06 00:00:00,0.0
2009-07-07 00:00:00,0.0
2009-07-08 00:00:00,0.0
2009-07-09 00:00:00,0.0
2009-07-10 00:00:00,0.0
2009-07-11 00:00:00,0.0
2009-07-12 00:00:00,0.0
2009-07-13 00:00:00,0.0
2009-07-14 00:00:00,0.0
2009-07-15 00:00:00,0.0
2009-07-16 00:00:00,0.0
2009-07-17 00:00:00,0.0
2009-07-18 00:00:00,0.0
2009-07-19 00:00:00,0.0
2009-07-20 00:00:00,0.0
2009-07-21 00:00:00,0.0
2009-07-22 00:00:00,0.0
2009-07-23 00:00:00,0.0
2009-07-24 00:00:00,0.0
2009-07-25 00:00:00,0.0
2009-07-26 00:00:00,0.0
2009-07-27 00:00:00,0.0
2009-07-28 00:00:00,0.0
2009-07-29 00:00:00,0.0
2009-07-30 00:00:00,0.0
2009-07-31 00:00:00,0.0
2009-08-01 00:00:00,0.0
2009-08-02 00:00:00,0.0
2009-08-03 00:00:00,0.0
2009-08-04 00:00:00,0.0
2009-08-05 00:00:00,0.0
2009-08-06 00:00:00,0.0
2009-08-07 00:00:00,0.0
2009-08-08 00:00:00,0.0
2009-08-09 00:00:00,0.0
2009-08-10 00:00:00,0.0
2009-08-11 00:00:00,0.0
2009-08-12 00:00:00,0.0
2009-08-13 00:00:00,0.0
2009-08-14 00:00:00,0.0
2009-08-15 00:00:00,0.0
2009-08-16 00:00:00,0.0
2009-08-17 00:00:00,0.0
2009-08-18 00:00:00,0.0
2009-08-19 00:00:00,0.0
2009-08-20 00:00:00,0.0
2009-08-21 00:00:00,0.0
2009-08-22 00:00:00,0.0
2009-08-23 00:00:00,0.0
2009-08-24 00:00:00,0.0
2009-08-25 00:00:00,0.0
2009-08-26 00:00:00,0.0
2009-08-27 00:00:00,0.0
2009-08-28 00:00:00,0.0
2009-08-29 00:00:00,0.0
2009-08-30 00:00:00,0.0
2009-08-31 00:00:00,0.0
2009-09-01 00:00:00,0.0
2009-09-02 00:00:00,0.0
2009-09-03 00:00:00,0.0
2009-09-04 00:00:00,0.0
2009-09-05 00:00:00,0.0
2009-09-06 00:00:00,0.0
2009-09-07 00:00:00,0.0
2009-09-08 00:00:00,0.0
2009-09-09 00:00:00,0.0
2009-09-10 00:00:00,0.0
2009-09-11 00:00:00,0.0
2009-09-12 00:00:00,0.0
2009-09-13 00:00:00,0.0
2009-09-14 00:00:00,0.0
2009-09-15 00:00:00,0.0
2009-09-16 00:00:00,0.0
2009-09-17 00:00:00,0.0
2009-09-18 00:00:00,0.0
2009-09-19 00:00:00,0.0
2009-09-20 00:00:00,0.0
2009-09-21 00:00:00,0.0
2009-09-22 00:00:00,0.0
2009-09-23 00:00:00,0.0
2009-09-24 00:00:00,0.0
2009-09-25 00:00:00,0.0
2009-09-26 00:00:00,0.0
2009-09-27 00:00:00,0.0
2009-09-28 00:00:00,0.0
2009-09-29 00:00:00,0.0
2009-09-30 00:00:00,0.0
2009-10-01 00:00:00,0.0
2009-10-02 00:00:00,0.0
2009-10-03 00:00:00,0.0
2009-10-04 00:00:00,0.0
2009-10-05 00:00:00,0.0
2009-10-06 00:00:00,0.0
2009-10-07 00:00:00,0.0
2009-10-08 00:00:00,0.0
2009-10-09 00:00:00,0.0
2009-10-10 00:00:00,0.0
2009-10-11 00:00:00,0.0
2009-10-12 00:00:00,0.0
2009-10-13 00:00:00,0.0
2009-10-14 00:00:00,0.0
2009-10-15 00:00:00,0.0
2009-10-16 00:00:00,0.0
2009-10-17 00:00:00,0.0
2009-10-18 00:00:00,0.0
2009-10-19 00:00:00,0.0
2009-10-20 00:00:00,0.0
2009-10-21 00:00:00,0.0
2009-10-22 00:00:00,0.0
2009-10-23 00:00:00,0.0
2009-10-24 00:00:00,0.0
2009-10-25 00:00:00,0.0
2009-10-26 00:00:00,0.0
2009-10-27 00:00:00,0.0
2009-10-28 00:00:00,0.0
2009-10-29 00:00:00,0.0
2009-10-30 00:00:00,0.0
2009-10-31 00:00:00,0.0
2009-11-01 00:00:00,0.0
2009-11-02 00:00:00,0.0
2009-11-03 00:00:00,0.0
2009-11-04 00:00:00,0.0
2009-11-05 00:00:00,0.0
2009-11-06 00:00:00,0.0
2009-11-07 00:00:00,0.0
2009-11-08 00:00:00,0.0
2009-11-09 00:00:00,0.0
2009-11-10 00:00:00,0.0
2009-11-11 00:00:00,0.0
2009-11-12 00:00:00,0.0
2009-11-13 00:00:00,0.0
2009-11-14 00:00:00,0.0
2009-11-15 00:00:00,0.0
2009-11-16 00:00:00,0.0
2009-11-17 00:00:00,0.0
2009-11-18 00:00:00,0.0
2009-11-19 00:00:00,0.0
2009-11-20 00:00:00,0.0
2009-11-21 00:00:00,0.0
2009-11-22 00:00:00,0.0
2009-11-23 00:00:00,0.0
2009-11-24 00:00:00,0.0
2009-11-25 00:00:00,0.0
2009-11-26 00:00:00,0.0
2009-11-27 00:00:00,0.0
2009-11-28 00:00:00,0.0
2009-11-29 00:00:00,0.0
2009-11-30 00:00:00,0.0
2009-12-01 00:00:00,0.0
2009-12-02 00:00:00,0.0
2009-12-03 00:00:00,0.0
2009-12-04 00:00:00,0.0
2009-12-05 00:00:00,0.0
2009-12-06 00:00:00,0.0
2009-12-07 00:00:00,0.0
2009-12-08 00:00:00,0.0
2009-12-09 00:00:00,0.0
2009-12-10 00:00:00,0.0
2009-12-11 00:00:00,0.0
2009-12-12 00:00:00,0.0
2009-12-13 00:00:00,0.0
2009-12-14 00:00:00,0.0
2009-12-15 00:00:00,0.0
2009-12-16 00:00:00,0.0
2009-12-17 00:00:00,0.0
2009-12-18 00:00:00,0.0
2009-12-19 00:00:00,0.0
2009-12-20 00:00:00,0.0
2009-12-21 00:00:00,0.0
2009-12-22 00:00:00,0.0
2009-12-23 00:00:00,0.0
2009-12-24 00:00:00,0.0
2009-12-25 00:00:00,0.0
2009-12-26 00:00:00,0.0
2009-12-27 00:00:00,0.0
2009-12-28 00:00:00,0.0
2009-12-29 00:00:00,0.0
2009-12-30 00:00:00,0.0
2009-12-31 00:00:00,0.0
